"APPLICATION_NUMBER","USE_STATUS","DIRECT_SEASON_START_MONTH_1","DIRECT_DIV_SEASON_END_MONTH_1","DIRECT_SEASON_START_MONTH_2","DIRECT_DIV_SEASON_END_MONTH_2","STORAGE_SEASON_START_MONTH_1","STORAGE_SEASON_END_MONTH_1","STORAGE_SEASON_START_MONTH_2","STORAGE_SEASON_END_MONTH_2"
"A029858","Migrated from old WRIMS data",NA,NA,NA,NA,NA,NA,NA,NA
"A029901","Requested when filed",1,12,NA,NA,NA,NA,NA,NA
"A029912","Migrated from old WRIMS data",NA,NA,NA,NA,NA,NA,NA,NA
"A029912","Migrated from old WRIMS data",NA,NA,NA,NA,NA,NA,NA,NA
"A029912","Added under section 798 of Regs",NA,NA,NA,NA,NA,NA,NA,NA
"A029912","Added under section 798 of Regs",NA,NA,NA,NA,NA,NA,NA,NA
"A029986","Migrated from old WRIMS data",NA,NA,NA,NA,11,4,NA,NA
"A029986","Added under section 798 of Regs",NA,NA,NA,NA,NA,NA,NA,NA
"A029986","Migrated from old WRIMS data",NA,NA,NA,NA,11,4,NA,NA
"A029995","Added under section 798 of Regs",NA,NA,NA,NA,11,5,NA,NA
"A029995","Added under section 798 of Regs",NA,NA,NA,NA,11,5,NA,NA
"A029995","Added under section 798 of Regs",NA,NA,NA,NA,11,5,NA,NA
"A029995","Migrated from old WRIMS data",NA,NA,NA,NA,NA,NA,NA,NA
"A030036","Migrated from old WRIMS data",2,5,NA,NA,NA,NA,NA,NA
"A030124","Migrated from old WRIMS data",NA,NA,NA,NA,NA,NA,NA,NA
"A030124","Migrated from old WRIMS data",NA,NA,NA,NA,NA,NA,NA,NA
"A030125","Migrated from old WRIMS data",NA,NA,NA,NA,11,4,NA,NA
"A030125","Migrated from old WRIMS data",NA,NA,NA,NA,NA,NA,NA,NA
"A030125","Added under section 798 of Regs",NA,NA,NA,NA,NA,NA,NA,NA
"A030132","Requested when filed",NA,NA,NA,NA,12,4,NA,NA
"A030173","Migrated from old WRIMS data",NA,NA,NA,NA,NA,NA,NA,NA
"A030173","Added under section 798 of Regs",NA,NA,NA,NA,NA,NA,NA,NA
"A030186","Requested when filed",1,12,NA,NA,NA,NA,NA,NA
"A030245","Requested when filed",NA,NA,NA,NA,NA,NA,NA,NA
"A030282","Added under section 798 of Regs",NA,NA,NA,NA,NA,NA,NA,NA
"A030282","Migrated from old WRIMS data",NA,NA,NA,NA,NA,NA,NA,NA
"A030282","Migrated from old WRIMS data",NA,NA,NA,NA,NA,NA,NA,NA
"A030282","Added under section 798 of Regs",NA,NA,NA,NA,NA,NA,NA,NA
"A030282","Added under section 798 of Regs",NA,NA,NA,NA,NA,NA,NA,NA
"A030298","Added under section 798 of Regs",NA,NA,NA,NA,NA,NA,NA,NA
"A030298","Migrated from old WRIMS data",NA,NA,NA,NA,NA,NA,NA,NA
"A030298","Added under section 798 of Regs",NA,NA,NA,NA,NA,NA,NA,NA
"A030298","Added under section 798 of Regs",NA,NA,NA,NA,NA,NA,NA,NA
"A030349","Requested when filed",NA,NA,NA,NA,12,3,NA,NA
"A030349","Requested when filed",NA,NA,NA,NA,12,3,NA,NA
"A030349","Requested when filed",NA,NA,NA,NA,12,3,NA,NA
"A030349","Requested when filed",NA,NA,NA,NA,12,3,NA,NA
"A030363","Migrated from old WRIMS data",NA,NA,NA,NA,12,3,NA,NA
"A030363","Migrated from old WRIMS data",NA,NA,NA,NA,12,3,NA,NA
"A030364","Requested when filed",NA,NA,NA,NA,12,3,NA,NA
"A030365","Requested when filed",3,3,NA,NA,NA,NA,NA,NA
"A030391","Migrated from old WRIMS data",10,4,NA,NA,NA,NA,NA,NA
"A030391","Migrated from old WRIMS data",10,4,NA,NA,NA,NA,NA,NA
"A030391","Migrated from old WRIMS data",10,4,NA,NA,NA,NA,NA,NA
"A030391","Migrated from old WRIMS data",10,4,NA,NA,NA,NA,NA,NA
"A030397","Migrated from old WRIMS data",3,11,NA,NA,NA,NA,NA,NA
"A030412","Migrated from old WRIMS data",1,12,NA,NA,NA,NA,NA,NA
"A030412","Migrated from old WRIMS data",1,12,NA,NA,NA,NA,NA,NA
"A030412","Migrated from old WRIMS data",1,12,NA,NA,NA,NA,NA,NA
"A030412","Migrated from old WRIMS data",4,NA,NA,NA,NA,NA,NA,NA
"A030560","Migrated from old WRIMS data",NA,NA,NA,NA,NA,NA,NA,NA
"A030560","Migrated from old WRIMS data",NA,NA,NA,NA,NA,NA,NA,NA
"A030560","Migrated from old WRIMS data",NA,NA,NA,NA,NA,NA,NA,NA
"A030560","Migrated from old WRIMS data",NA,NA,NA,NA,NA,NA,NA,NA
"A030564","Migrated from old WRIMS data",NA,NA,NA,NA,NA,NA,NA,NA
"A030745","Requested when filed",NA,NA,NA,NA,12,3,NA,NA
"A030745","Requested when filed",NA,NA,NA,NA,12,3,NA,NA
"A030797","Migrated from old WRIMS data",NA,NA,NA,NA,12,3,NA,NA
"A030797","Migrated from old WRIMS data",NA,NA,NA,NA,12,3,NA,NA
"A030797","Migrated from old WRIMS data",NA,NA,NA,NA,12,3,NA,NA
"A030797","Migrated from old WRIMS data",NA,NA,NA,NA,12,3,NA,NA
"A030815","Requested when filed",NA,NA,NA,NA,12,3,NA,NA
"A030815","Requested when filed",NA,NA,NA,NA,12,3,NA,NA
"A030815","Requested when filed",NA,NA,NA,NA,12,3,NA,NA
"A030882","Requested when filed",NA,NA,NA,NA,NA,NA,NA,NA
"A030882","Requested when filed",NA,NA,NA,NA,NA,NA,NA,NA
"A030882","Requested when filed",NA,NA,NA,NA,NA,NA,NA,NA
"A030882","Migrated from old WRIMS data",NA,NA,NA,NA,12,3,NA,NA
"A030931","Requested when filed",NA,NA,NA,NA,12,3,NA,NA
"A030931","Requested when filed",NA,NA,NA,NA,12,3,NA,NA
"A030933","Migrated from old WRIMS data",NA,NA,NA,NA,12,3,NA,NA
"A030933","Migrated from old WRIMS data",NA,NA,NA,NA,12,3,NA,NA
"A030933","Migrated from old WRIMS data",NA,NA,NA,NA,12,3,NA,NA
"A031050","Requested when filed",NA,NA,NA,NA,12,3,NA,NA
"A031050","Requested when filed",NA,NA,NA,NA,12,3,NA,NA
"A031055","Migrated from old WRIMS data",1,12,NA,NA,NA,NA,NA,NA
"A031055","Migrated from old WRIMS data",1,12,NA,NA,NA,NA,NA,NA
"A031059","Requested when filed",3,3,NA,NA,NA,NA,NA,NA
"A031060","Requested when filed",NA,NA,NA,NA,12,3,NA,NA
"A031060","Requested when filed",NA,NA,NA,NA,12,3,NA,NA
"A031060","Requested when filed",NA,NA,NA,NA,12,3,NA,NA
"A031094","Requested when filed",6,10,NA,NA,NA,NA,NA,NA
"A031095","Requested when filed",NA,NA,NA,NA,12,3,NA,NA
"A031095","Requested when filed",NA,NA,NA,NA,12,3,NA,NA
"A031095","Requested when filed",NA,NA,NA,NA,12,3,NA,NA
"A031095","Requested when filed",NA,NA,NA,NA,12,3,NA,NA
"A031171","Migrated from old WRIMS data",NA,NA,NA,NA,NA,NA,NA,NA
"A031183","Requested when filed",NA,NA,NA,NA,12,3,NA,NA
"A031183","Requested when filed",NA,NA,NA,NA,12,3,NA,NA
"A031183","Requested when filed",NA,NA,NA,NA,12,3,NA,NA
"A031183","Requested when filed",NA,NA,NA,NA,12,3,NA,NA
"A031183","Requested when filed",NA,NA,NA,NA,12,3,NA,NA
"A031255","Requested when filed",NA,NA,NA,NA,12,3,NA,NA
"A031255","Requested when filed",NA,NA,NA,NA,12,3,NA,NA
"A031255","Requested when filed",NA,NA,NA,NA,12,3,NA,NA
"A031255","Requested when filed",NA,NA,NA,NA,12,3,NA,NA
"A031255","Requested when filed",NA,NA,NA,NA,12,3,NA,NA
"A031257","Migrated from old WRIMS data",1,12,NA,NA,NA,NA,NA,NA
"A031259","Requested when filed",NA,NA,NA,NA,12,3,NA,NA
"A031259","Requested when filed",NA,NA,NA,NA,12,3,NA,NA
"A031259","Requested when filed",NA,NA,NA,NA,12,3,NA,NA
"A031259","Requested when filed",NA,NA,NA,NA,12,3,NA,NA
"A031304","Requested when filed",NA,NA,NA,NA,11,3,NA,NA
"A031304","Requested when filed",NA,NA,NA,NA,11,5,11,3
"A031362","Requested when filed",NA,NA,NA,NA,11,5,11,3
"A031362","Requested when filed",NA,NA,NA,NA,11,3,NA,NA
"A031363","Requested when filed",NA,NA,NA,NA,11,5,NA,NA
"A031363","Requested when filed",NA,NA,NA,NA,11,5,11,3
"A031383","Requested when filed",NA,NA,NA,NA,12,3,NA,NA
"A031383","Requested when filed",NA,NA,NA,NA,12,3,NA,NA
"A031435","Requested when filed",NA,NA,NA,NA,12,3,NA,NA
"A031435","Requested when filed",NA,NA,NA,NA,12,3,NA,NA
"A031435","Requested when filed",NA,NA,NA,NA,12,3,NA,NA
"A031447","Requested when filed",NA,NA,NA,NA,12,3,NA,NA
"A031447","Requested when filed",NA,NA,NA,NA,12,3,NA,NA
"A031447","Requested when filed",NA,NA,NA,NA,12,3,NA,NA
"A031461","Requested when filed",NA,NA,NA,NA,10,5,NA,NA
"A031461","Requested when filed",NA,NA,NA,NA,10,5,NA,NA
"A031461","Requested when filed",NA,NA,NA,NA,10,5,NA,NA
"A031501","Requested when filed",NA,NA,NA,NA,12,3,NA,NA
"A031501","Requested when filed",NA,NA,NA,NA,NA,NA,NA,NA
"A031501","Requested when filed",NA,NA,NA,NA,12,3,NA,NA
"A031501","Requested when filed",NA,NA,NA,NA,12,3,NA,NA
"A031567","Requested when filed",1,12,NA,NA,NA,NA,NA,NA
"A031620","Requested when filed",NA,NA,NA,NA,12,3,NA,NA
"A031719","Requested when filed",NA,NA,NA,NA,12,3,NA,NA
"A031719","Requested when filed",NA,NA,NA,NA,12,3,NA,NA
"A031719","Requested when filed",NA,NA,NA,NA,12,3,NA,NA
"A031719","Requested when filed",NA,NA,NA,NA,12,3,NA,NA
"A031719","Requested when filed",NA,NA,NA,NA,12,3,NA,NA
"A031737","Requested when filed",NA,NA,NA,NA,12,3,NA,NA
"A031743","Requested when filed",NA,NA,NA,NA,10,3,NA,NA
"A031743","Requested when filed",NA,NA,NA,NA,10,3,NA,NA
"A031743","Requested when filed",NA,NA,NA,NA,NA,NA,NA,NA
"A031743","Requested when filed",NA,NA,NA,NA,10,3,NA,NA
"A031836","Requested when filed",NA,NA,NA,NA,12,3,NA,NA
"A031836","Requested when filed",NA,NA,NA,NA,12,3,NA,NA
"A031836","Requested when filed",NA,NA,NA,NA,12,3,NA,NA
"A031870","Requested when filed",NA,NA,NA,NA,12,5,NA,NA
"A031870","Requested when filed",NA,NA,NA,NA,12,5,NA,NA
"A031870","Requested when filed",NA,NA,NA,NA,12,5,NA,NA
"A031877","Requested when filed",NA,NA,NA,NA,12,3,NA,NA
"A031877","Requested when filed",NA,NA,NA,NA,12,3,NA,NA
"A031877","Requested when filed",NA,NA,NA,NA,12,3,NA,NA
"A031877","Requested when filed",NA,NA,NA,NA,12,3,NA,NA
"A031877","Requested when filed",NA,NA,NA,NA,12,3,NA,NA
"A032115","Requested when filed",NA,NA,NA,NA,NA,NA,NA,NA
"A032115","Requested when filed",NA,NA,NA,NA,NA,NA,NA,NA
"A032115","Requested when filed",NA,NA,NA,NA,NA,NA,NA,NA
"A032372","Requested when filed",NA,NA,NA,NA,11,6,NA,NA
"A032372","Requested when filed",NA,NA,NA,NA,11,6,NA,NA
"A032372","Requested when filed",NA,NA,NA,NA,11,6,NA,NA
"C000028","Migrated from old WRIMS data",NA,NA,NA,NA,11,5,NA,NA
"C000222","Migrated from old WRIMS data",NA,NA,NA,NA,11,5,NA,NA
"C000223","Migrated from old WRIMS data",NA,NA,NA,NA,11,5,NA,NA
"C000511","Migrated from old WRIMS data",NA,NA,NA,NA,11,5,NA,NA
"C000512","Migrated from old WRIMS data",NA,NA,NA,NA,11,5,NA,NA
"C001166","Migrated from old WRIMS data",NA,NA,NA,NA,11,5,NA,NA
"C001167","Migrated from old WRIMS data",NA,NA,NA,NA,11,5,NA,NA
"C001168","Migrated from old WRIMS data",NA,NA,NA,NA,11,5,NA,NA
"C001169","Migrated from old WRIMS data",NA,NA,NA,NA,11,5,NA,NA
"C001171","Migrated from old WRIMS data",NA,NA,NA,NA,11,5,NA,NA
"C001172","Migrated from old WRIMS data",NA,NA,NA,NA,11,5,NA,NA
"C001173","Migrated from old WRIMS data",NA,NA,NA,NA,11,5,NA,NA
"C001174","Migrated from old WRIMS data",NA,NA,NA,NA,11,5,NA,NA
"C001175","Migrated from old WRIMS data",NA,NA,NA,NA,11,5,NA,NA
"C001176","Migrated from old WRIMS data",NA,NA,NA,NA,11,5,NA,NA
"C001177","Migrated from old WRIMS data",NA,NA,NA,NA,11,5,NA,NA
"C001178","Migrated from old WRIMS data",NA,NA,NA,NA,11,5,NA,NA
"C001179","Migrated from old WRIMS data",NA,NA,NA,NA,11,5,NA,NA
"C001180","Migrated from old WRIMS data",NA,NA,NA,NA,11,5,NA,NA
"C001216","Migrated from old WRIMS data",NA,NA,NA,NA,11,5,NA,NA
"C002935","Migrated from old WRIMS data",NA,NA,NA,NA,11,5,NA,NA
"C002936","Migrated from old WRIMS data",NA,NA,NA,NA,11,5,NA,NA
"C003979","Migrated from old WRIMS data",NA,NA,NA,NA,11,5,NA,NA
"C003981","Migrated from old WRIMS data",NA,NA,NA,NA,11,5,NA,NA
"C005095","Migrated from old WRIMS data",NA,NA,NA,NA,1,12,NA,NA
"C005161","Migrated from old WRIMS data",NA,NA,NA,NA,1,12,NA,NA
"C005162","Migrated from old WRIMS data",NA,NA,NA,NA,1,12,NA,NA
"C005163","Migrated from old WRIMS data",NA,NA,NA,NA,1,12,NA,NA
"C005164","Migrated from old WRIMS data",NA,NA,NA,NA,1,12,NA,NA
"C005165","Migrated from old WRIMS data",NA,NA,NA,NA,1,12,NA,NA
"C005166","Migrated from old WRIMS data",NA,NA,NA,NA,1,12,NA,NA
"C005343","Migrated from old WRIMS data",NA,NA,NA,NA,1,12,NA,NA
"C005521","Migrated from old WRIMS data",NA,NA,NA,NA,1,12,NA,NA
"C005522","Migrated from old WRIMS data",NA,NA,NA,NA,1,12,NA,NA
"C005624","Migrated from old WRIMS data",NA,NA,NA,NA,1,12,NA,NA
"C005834","Migrated from old WRIMS data",NA,NA,NA,NA,1,12,NA,NA
"C006052","Migrated from old WRIMS data",NA,NA,NA,NA,1,12,NA,NA
"D032013","Requested when filed",NA,NA,NA,NA,11,5,NA,NA
"D032019","Requested when filed",NA,NA,NA,NA,10,1,NA,NA
"D032019","",NA,NA,NA,NA,10,1,NA,NA
"D032022","Requested when filed",NA,NA,NA,NA,11,6,NA,NA
"D032022","Requested when filed",NA,NA,NA,NA,11,6,NA,NA
"D032041","Requested when filed",NA,NA,NA,NA,11,5,NA,NA
"D032041","Requested when filed",NA,NA,NA,NA,11,5,NA,NA
"D032057","Requested when filed",NA,NA,NA,NA,11,5,NA,NA
"D032057","Requested when filed",NA,NA,NA,NA,11,5,NA,NA
"D032058","Requested when filed",1,12,NA,NA,1,12,NA,NA
"D032058","Requested when filed",1,12,NA,NA,1,12,NA,NA
"D032062","Requested when filed",NA,NA,NA,NA,12,11,NA,NA
"D032081","Requested when filed",NA,NA,NA,NA,10,9,NA,NA
"D032081","Requested when filed",NA,NA,NA,NA,10,9,NA,NA
"D032138","Requested when filed",NA,NA,NA,NA,NA,NA,NA,NA
"D032138","Requested when filed",NA,NA,NA,NA,NA,NA,NA,NA
"D032138","Requested when filed",NA,NA,NA,NA,NA,NA,NA,NA
"D032140","Requested when filed",1,12,NA,NA,1,12,NA,NA
"D032140","Requested when filed",NA,NA,NA,NA,1,12,NA,NA
"D032140","Requested when filed",NA,NA,NA,NA,1,12,NA,NA
"D032140","Requested when filed",NA,NA,NA,NA,1,12,NA,NA
"D032141","Requested when filed",NA,NA,NA,NA,10,12,NA,NA
"D032141","Requested when filed",NA,NA,NA,NA,10,12,NA,NA
"D032143","Requested when filed",NA,NA,NA,NA,NA,NA,NA,NA
"D032149","Requested when filed",NA,NA,NA,NA,NA,NA,NA,NA
"D032149","Requested when filed",NA,NA,NA,NA,NA,NA,NA,NA
"D032166","Requested when filed",NA,NA,NA,NA,11,4,NA,NA
"D032187","Requested when filed",NA,NA,NA,NA,11,5,NA,NA
"D032187","Requested when filed",NA,NA,NA,NA,11,5,NA,NA
"D032188","Requested when filed",NA,NA,NA,NA,11,4,NA,NA
"D032188","Requested when filed",NA,NA,NA,NA,11,4,NA,NA
"D032188","Requested when filed",NA,NA,NA,NA,11,4,NA,NA
"D032206","",NA,NA,NA,NA,11,5,NA,NA
"D032206","Requested when filed",NA,NA,NA,NA,11,5,NA,NA
"D032206","Requested when filed",NA,NA,NA,NA,11,5,NA,NA
"D032206","Requested when filed",NA,NA,NA,NA,11,5,NA,NA
"D032229","Requested when filed",NA,NA,NA,NA,10,1,NA,NA
"D032229","Requested when filed",NA,NA,NA,NA,10,1,NA,NA
"D032229","Requested when filed",NA,NA,NA,NA,10,1,NA,NA
"D032238","Requested when filed",NA,NA,NA,NA,11,5,NA,NA
"D032238","Requested when filed",NA,NA,NA,NA,11,5,NA,NA
"D032249","Requested when filed",NA,NA,NA,NA,1,12,NA,NA
"D032249","Requested when filed",NA,NA,NA,NA,1,12,NA,NA
"D032249","Requested when filed",NA,NA,NA,NA,1,12,NA,NA
"D032249","Requested when filed",NA,NA,NA,NA,1,12,NA,NA
"D032262","Requested when filed",NA,NA,NA,NA,1,3,NA,NA
"D032262","Requested when filed",NA,NA,NA,NA,1,3,NA,NA
"D032262","Requested when filed",NA,NA,NA,NA,1,3,NA,NA
"D032262","Requested when filed",NA,NA,NA,NA,1,3,NA,NA
"D032275","Requested when filed",NA,NA,NA,NA,10,9,NA,NA
"D032275","Requested when filed",NA,NA,NA,NA,10,9,NA,NA
"D032313","Requested when filed",NA,NA,NA,NA,11,5,NA,NA
"D032313","Requested when filed",NA,NA,NA,NA,11,5,NA,NA
"D032314","Requested when filed",NA,NA,NA,NA,11,5,NA,NA
"D032314","Requested when filed",NA,NA,NA,NA,11,5,NA,NA
"D032320","Requested when filed",1,12,NA,NA,NA,NA,NA,NA
"D032346","Requested when filed",NA,NA,NA,NA,11,5,NA,NA
"D032346","Requested when filed",NA,NA,NA,NA,NA,NA,NA,NA
"D032534","Requested when filed",1,12,NA,NA,NA,NA,NA,NA
"D032708","Requested when filed",NA,NA,NA,NA,12,3,NA,NA
"D032708","Requested when filed",5,11,NA,NA,12,3,NA,NA
"D032713","Requested when filed",NA,NA,NA,NA,11,6,NA,NA
"D032725","Requested when filed",NA,NA,NA,NA,NA,NA,NA,NA
"D032762","Requested when filed",NA,NA,NA,NA,11,5,NA,NA
"D032762","Requested when filed",NA,NA,NA,NA,11,5,NA,NA
"D032762","Requested when filed",NA,NA,NA,NA,11,5,NA,NA
"D032762","Requested when filed",NA,NA,NA,NA,11,5,NA,NA
"D032768","Requested when filed",NA,NA,NA,NA,2,3,NA,NA
"D032787","Requested when filed",NA,NA,NA,NA,11,3,NA,NA
"D032787","Requested when filed",1,12,NA,NA,NA,NA,NA,NA
"D032850","Requested when filed",NA,NA,NA,NA,12,3,NA,NA
"D032859","Requested when filed",NA,NA,NA,NA,11,6,NA,NA
"D032859","Requested when filed",NA,NA,NA,NA,11,6,NA,NA
"D032971","Requested when filed",NA,NA,NA,NA,1,12,NA,NA
"D032971","Requested when filed",NA,NA,NA,NA,1,12,NA,NA
"D033001","Requested when filed",1,12,NA,NA,1,12,NA,NA
"D033001","Requested when filed",NA,NA,NA,NA,1,12,NA,NA
"D033025","Requested when filed",NA,NA,NA,NA,11,6,NA,NA
"D033025","Requested when filed",11,6,NA,NA,NA,NA,NA,NA
"D033025","Requested when filed",NA,NA,NA,NA,11,6,NA,NA
"D033025","Requested when filed",NA,NA,NA,NA,11,6,NA,NA
"H031997","Requested when filed",NA,NA,NA,NA,11,6,NA,NA
"H031997","Requested when filed",NA,NA,NA,NA,11,6,NA,NA
"H031997","Requested when filed",NA,NA,NA,NA,11,6,NA,NA
"H032009","Requested when filed",NA,NA,NA,NA,12,5,NA,NA
"H032009","Requested when filed",NA,NA,NA,NA,12,5,NA,NA
"H032009","Requested when filed",NA,NA,NA,NA,12,5,NA,NA
"H032131","Requested when filed",NA,NA,NA,NA,6,10,NA,NA
"H032131","Requested when filed",NA,NA,NA,NA,3,4,NA,NA
"H032331","Requested when filed",NA,NA,NA,NA,11,5,NA,NA
"H032331","Requested when filed",NA,NA,NA,NA,11,5,NA,NA
"H032335","",NA,NA,NA,NA,NA,NA,NA,NA
"H032345","Requested when filed",NA,NA,NA,NA,10,5,NA,NA
"H033072","Requested when filed",NA,NA,NA,NA,NA,NA,NA,NA
"H500244","Requested when filed",11,3,NA,NA,11,3,NA,NA
"H500244","Requested when filed",11,3,NA,NA,11,3,NA,NA
"H500399","Requested when filed",11,3,NA,NA,11,3,NA,NA
"H500522","Requested when filed",11,3,NA,NA,11,3,NA,NA
"H500522","Requested when filed",NA,NA,NA,NA,NA,NA,NA,NA
"H500616","Requested when filed",11,3,NA,NA,11,3,NA,NA
"H500616","Requested when filed",11,3,NA,NA,11,3,NA,NA
"H500616","Requested when filed",11,3,NA,NA,11,3,NA,NA
"H500658","Requested when filed",11,3,NA,NA,11,3,NA,NA
"H500733","Requested when filed",11,3,NA,NA,11,3,NA,NA
"H500733","Requested when filed",11,3,NA,NA,11,3,NA,NA
"H500733","Requested when filed",11,3,NA,NA,11,3,NA,NA
"H500800","Requested when filed",11,3,NA,NA,11,3,NA,NA
"H500832","Requested when filed",11,3,NA,NA,11,3,NA,NA
"H500832","Requested when filed",11,3,NA,NA,11,3,NA,NA
"H500889","Requested when filed",11,3,NA,NA,11,3,NA,NA
"H501328","Requested when filed",11,3,NA,NA,11,3,NA,NA
"H501353","Requested when filed",11,3,NA,NA,11,3,NA,NA
"H501353","Requested when filed",11,3,NA,NA,11,3,NA,NA
"H501353","Requested when filed",11,3,NA,NA,11,3,NA,NA
"H501353","Requested when filed",11,3,NA,NA,11,3,NA,NA
"H501353","Requested when filed",11,3,NA,NA,11,3,NA,NA
"H501475","Requested when filed",11,3,NA,NA,11,3,NA,NA
"H501505","Requested when filed",11,3,NA,NA,11,3,NA,NA
"H501505","Requested when filed",11,3,NA,NA,11,3,NA,NA
"H501536","Requested when filed",11,3,NA,NA,11,3,NA,NA
"H501536","Requested when filed",11,3,NA,NA,11,3,NA,NA
"H501560","Requested when filed",11,3,NA,NA,11,3,NA,NA
"H501560","Requested when filed",11,3,NA,NA,11,3,NA,NA
"H501560","Requested when filed",11,3,NA,NA,11,3,NA,NA
"H501560","Requested when filed",11,3,NA,NA,11,3,NA,NA
"H501586","Requested when filed",11,3,NA,NA,11,3,NA,NA
"H501640","Requested when filed",11,3,NA,NA,11,3,NA,NA
"H501640","Requested when filed",11,3,NA,NA,11,3,NA,NA
"H501640","Requested when filed",11,3,NA,NA,11,3,NA,NA
"H502560","Requested when filed",11,3,NA,NA,11,3,NA,NA
"H502568","Requested when filed",11,3,NA,NA,11,3,NA,NA
"H502568","Requested when filed",11,3,NA,NA,11,3,NA,NA
"H503838","Requested when filed",11,3,NA,NA,11,3,NA,NA
"H503838","Requested when filed",11,3,NA,NA,11,3,NA,NA
"H503876","Requested when filed",11,3,NA,NA,11,3,NA,NA
"H503876","Requested when filed",11,3,NA,NA,11,3,NA,NA
"H503876","Requested when filed",11,3,NA,NA,11,3,NA,NA
"H503876","Requested when filed",11,3,NA,NA,11,3,NA,NA
"H503876","Requested when filed",11,3,NA,NA,11,3,NA,NA
"H504162","Requested when filed",11,3,NA,NA,11,3,NA,NA
"H504162","Requested when filed",11,3,NA,NA,11,3,NA,NA
"H505765","Requested when filed",11,3,NA,NA,11,3,NA,NA
"H505765","Requested when filed",11,3,NA,NA,11,3,NA,NA
"H505765","Requested when filed",11,3,NA,NA,11,3,NA,NA
"H505765","Requested when filed",11,3,NA,NA,11,3,NA,NA
"H505765","Requested when filed",11,3,NA,NA,11,3,NA,NA
"H505809","Requested when filed",11,3,NA,NA,11,3,NA,NA
"H505809","Requested when filed",11,3,NA,NA,11,3,NA,NA
"H505809","Requested when filed",11,3,NA,NA,11,3,NA,NA
"H505809","Requested when filed",11,3,NA,NA,11,3,NA,NA
"H505809","Requested when filed",11,3,NA,NA,11,3,NA,NA
"H505968","Requested when filed",11,3,NA,NA,11,3,NA,NA
"H505997","Requested when filed",11,3,NA,NA,11,3,NA,NA
"H505997","Requested when filed",11,3,NA,NA,11,3,NA,NA
"H505997","Requested when filed",11,3,NA,NA,11,3,NA,NA
"H505997","Requested when filed",11,3,NA,NA,11,3,NA,NA
"H505997","Requested when filed",11,3,NA,NA,11,3,NA,NA
"H506245","Requested when filed",11,3,NA,NA,11,3,NA,NA
"H506517","Requested when filed",11,3,NA,NA,11,3,NA,NA
"H507504","Requested when filed",11,3,NA,NA,11,3,NA,NA
"H507504","Requested when filed",11,3,NA,NA,11,3,NA,NA
"H507504","Requested when filed",11,3,NA,NA,11,3,NA,NA
"H507504","Requested when filed",11,3,NA,NA,11,3,NA,NA
"H507549","Requested when filed",11,3,NA,NA,11,3,NA,NA
"H507549","Requested when filed",11,3,NA,NA,11,3,NA,NA
"H507549","Requested when filed",11,3,NA,NA,11,3,NA,NA
"H507549","Requested when filed",11,3,NA,NA,11,3,NA,NA
"H507549","Requested when filed",11,3,NA,NA,11,3,NA,NA
"H507821","Requested when filed",11,3,NA,NA,11,3,NA,NA
"H507877","Requested when filed",11,3,NA,NA,11,3,NA,NA
"H507877","Requested when filed",11,3,NA,NA,11,3,NA,NA
"H507877","Requested when filed",11,3,NA,NA,11,3,NA,NA
"H507877","Requested when filed",11,3,NA,NA,11,3,NA,NA
"H508419","Requested when filed",11,3,NA,NA,11,3,NA,NA
"H508419","Requested when filed",11,3,NA,NA,11,3,NA,NA
"H508419","Requested when filed",11,3,NA,NA,11,3,NA,NA
"H508419","Requested when filed",11,3,NA,NA,11,3,NA,NA
"H508419","Requested when filed",11,3,NA,NA,11,3,NA,NA
"H508968","Requested when filed",11,3,NA,NA,11,3,NA,NA
"H508968","Requested when filed",11,3,NA,NA,11,3,NA,NA
"H508968","Requested when filed",11,3,NA,NA,11,3,NA,NA
"H508968","Requested when filed",11,3,NA,NA,11,3,NA,NA
"H508968","Requested when filed",11,3,NA,NA,11,3,NA,NA
"H509254","Requested when filed",11,3,NA,NA,11,3,NA,NA
"H509254","Requested when filed",11,3,NA,NA,11,3,NA,NA
"H509254","Requested when filed",11,3,NA,NA,11,3,NA,NA
"H509254","Requested when filed",11,3,NA,NA,11,3,NA,NA
"H509254","Requested when filed",11,3,NA,NA,11,3,NA,NA
"H509523","Requested when filed",11,3,NA,NA,11,3,NA,NA
"H509523","Requested when filed",11,3,NA,NA,11,3,NA,NA
"L031319","Migrated from old WRIMS data",NA,NA,NA,NA,11,6,NA,NA
"L031353","Migrated from old WRIMS data",NA,NA,NA,NA,11,6,NA,NA
"L031378","Migrated from old WRIMS data",NA,NA,NA,NA,11,4,NA,NA
"L031391","Migrated from old WRIMS data",NA,NA,NA,NA,NA,NA,NA,NA
"L031392","Migrated from old WRIMS data",NA,NA,NA,NA,11,5,NA,NA
"L031393","Migrated from old WRIMS data",NA,NA,NA,NA,11,5,NA,NA
"L031414","Migrated from old WRIMS data",NA,NA,NA,NA,12,3,NA,NA
"L031415A","Requested when filed",NA,NA,NA,NA,12,3,NA,NA
"L031415A","Requested when filed",NA,NA,NA,NA,NA,NA,NA,NA
"L031420","Migrated from old WRIMS data",NA,NA,NA,NA,12,3,NA,NA
"L031422","Migrated from old WRIMS data",NA,NA,NA,NA,11,4,NA,NA
"L031423","Migrated from old WRIMS data",NA,NA,NA,NA,11,4,NA,NA
